n,i,j,pstar,E,F3,F3_sign,S_minus,S_plus,slope_left,slope_right,certified_by
200,98,113,0.5274140765998988,189.2197872166507,13.87551628750755,+,-0.2291562544852506,0.2534513928456625,-0.919388816920057,1.016862388236112,double
200,99,113,0.529899084382094,189.2231173782725,14.52830509578951,+,-0.4247319960778224,0.05956584881931282,-1.705024847946873,0.2391184400135621,double
200,99,114,0.5323985265103794,189.2266576404417,15.02933292984657,+,-0.1545282884532587,0.3280433874676753,-0.6207193420942396,1.317706147433921,double
200,100,114,0.5348823385716162,189.2305493259156,15.77754255743343,+,-0.3473182494316384,0.1369859714726512,-1.396067813589718,0.5506238327506289,double
200,100,115,0.5373830128496966,189.2346565108984,16.18044655251346,+,-0.0797185299553195,0.4028106331759879,-0.3206666330239247,1.620299942299175,double
200,101,115,0.5398656269387019,189.2391101484833,17.02423037283766,+,-0.2697366624399216,0.2145744268379061,-1.085849473964233,0.8637888761599554,double
200,101,116,0.5423675414203745,189.2437862717518,17.32842660821363,+,-0.00476091518844249,0.4777189380041555,-0.01918138374629987,1.924695128990583,double
200,102,115,0.5423477450456692,189.2437848833482,17.91912157480895,+,-0.4416699171093132,0.03957630535360934,-1.779444201870482,0.1594490010862704,double
200,102,116,0.5448489545629133,189.2488024553889,18.26798960667054,+,-0.1920204453358101,0.2922977914008264,-0.7743116723035334,1.178674444142614,double
200,103,116,0.5473299523867983,189.2540412137046,19.25357099012986,+,-0.3614041011565378,0.1199082234385194,-1.458686965639704,0.4839695012952327,double
200,103,117,0.5498323266043477,189.2596292129702,19.50843531566483,+,-0.1142023844199417,0.3701230345052238,-0.4613925699628629,1.495345469012807,double
200,104,117,0.5523122001887855,189.2654328584404,20.58498584109097,+,-0.2810514477885833,0.2003336928297008,-1.136647839795876,0.8102034733672697,double
200,104,118,0.5548157483147894,189.2715937500031,20.74517571670738,+,-0.03631801508774756,0.448014344303299,-0.1470393356920585,1.813858257608755,double
200,105,117,0.554791861309052,189.2715946817566,21.69365729748061,+,-0.4562526501713121,0.01704895027434777,-1.847192785679334,0.0690246904612086,double
200,105,118,0.5572944930124247,189.2779633166522,21.9130240681436,+,-0.2006496913581777,0.2808147726153938,-0.8132776175667479,1.138204438313917,double
200,106,118,0.5597731055369206,189.2846922661939,23.10784251618384,+,-0.3735739520605006,0.09987796718392949,-1.515960854419381,0.4053041911372329,double
200,106,119,0.5622768355123091,189.2916364601551,23.23733657681709,+,-0.1202268493808461,0.3613232142904016,-0.4884855756370919,1.46806790024567,double
