n,n_cusps,n_negF3,max_pstar,min_pstar,min_F3,E_half,min_E_minus_Ehalf,argmin_i,argmin_j,median_slope_jump,min_slope_jump,n_double_cusps,n_iv
422,149,1,0.6513011672335567,0.5011834100615393,-183.2819730148634,406.09964434904344,5.5685481981981866e-05,199,224,1.8856348362900772,0.019781186067026748,14,0
423,144,0,0.6509458597919456,0.5011805049450845,12.51648017518858,407.0802356441415,7.831031001614974e-05,200,224,1.8864474285413109,0.1787632350441628,16,0
424,151,0,0.6517647058824205,0.5011778281779204,12.98008119681236,408.0608727144635,5.528725625936204e-05,200,225,1.8872340677232926,0.17884637052957125,16,0
425,151,3,0.6514093692558716,0.5011749509012984,-212.4818041082842,409.04150978476815,7.776009084636826e-05,201,225,1.8821241841228544,0.04713362135520396,26,0
426,149,1,0.6510562953726391,0.501172298764031,-217.2601152785506,410.0221923080946,5.489409170422732e-05,201,226,1.885922319307201,0.06868077500770707,16,0
427,152,1,0.6518691588785295,0.5011694489286853,-239.0573736781811,411.00287483126505,7.72165757325638e-05,202,226,1.8848245781852297,0.02987618245811622,17,0
428,152,3,0.6515160580320888,0.5011668210826697,-222.978709046278,411.9836024887888,5.45059132264214e-05,202,227,1.8627579534738894,0.0284278729378815,14,0
429,147,0,0.6511627906976223,0.501163998297614,12.52287629242818,412.964330146434,7.667968179703166e-05,203,227,1.891056595755043,0.17759098095534,16,0
430,152,1,0.6519721577725897,0.501161394410407,-198.8735616132586,413.9451026232919,5.412262709114657e-05,203,228,1.879870273260955,0.03338181565348252,20,0
431,152,2,0.6516212650869327,0.5011585982920624,-247.3816639185569,414.9258751001534,7.614927727672693e-05,204,228,1.8692005292361453,0.017292440069974758,14,0
432,152,1,0.6512702078521923,0.5011560180372596,-196.9261312562773,415.9066920851096,5.3744137346711796e-05,204,229,1.8877392070439492,0.02976667620653324,22,0
433,153,2,0.650922540569374,0.5011532482092618,-223.8022698532507,416.8875090703001,7.562523660453735e-05,205,229,1.879792652238597,6.486345276090505e-05,12,0
434,151,0,0.6517250210755646,0.5011506912663478,12.99139214173576,417.8683702559012,5.3370362877558364e-05,205,230,1.8738948851521728,0.17636215113727097,14,0
435,154,1,0.6513761467889414,0.5011479473593904,-175.0400509539679,418.8492314413681,7.51074844060895e-05,206,230,1.8860557826149755,0.007876146253074947,18,0
436,154,2,0.6510306185519824,0.5011454134136493,-218.04753545189,419.83013652332585,5.300122467133406e-05,206,231,1.876473427411873,0.05238249728835925,14,0
437,155,1,0.6518273558132078,0.501142695065313,-222.8070287118699,420.811041605342,7.459585270908065e-05,207,231,1.875351619890147,0.06721560284590626,12,0
438,153,0,0.6514806378132227,0.501140183807656,12.99578008799122,421.79199028278555,5.263658636067703e-05,207,232,1.8861259311885337,0.17587516766761213,16,0
439,155,2,0.6511372228055399,0.5011374906622563,-206.2291353927214,422.77293896046604,7.409030177996101e-05,208,232,1.8731378452637328,0.02801348678146956,12,0
440,157,1,0.6519282983038533,0.5011350017891164,-230.1505009676931,423.75393093667776,5.227643885064026e-05,208,233,1.8712887324400094,0.07713832255113266,21,0
441,155,1,0.6515837104072782,0.5011323334975293,-218.2484129692458,424.73492291268985,7.359072583312809e-05,209,233,1.8774665383509483,0.05491265751384704,12,0
442,156,4,0.6512423832692091,0.5011298667107407,-236.5112689608412,425.7159578932555,5.1920685280038015e-05,209,234,1.8727112424793293,0.04318992534032516,22,0
443,160,2,0.6520278767677644,0.5011272229302843,-227.7567234004489,426.6969928741291,7.309698833068978e-05,210,234,1.8739187278558256,0.0018551937353033132,12,0
444,158,1,0.6516853932583946,0.5011247779369493,-229.4291243707005,427.6780705687138,5.156922782134643e-05,210,235,1.874677931638264,0.07121792088069837,24,0
445,156,2,0.6513461290766652,0.501122158331201,-260.2145419374053,428.6591482635593,7.26089766089899e-05,211,235,1.875323693943336,0.008151493184106523,9,0
446,159,2,0.6510089290861742,0.5011197348435837,-243.4423978938548,429.64026838478117,5.1222007755313825e-05,211,236,1.8768732941773405,0.004770021986394039,16,0
447,159,3,0.6517857142856894,0.5011171390822607,-223.7548702633648,430.6213885061536,7.212664780809064e-05,212,236,1.877044277941874,0.045342006901360775,12,0
448,156,1,0.6514484885831823,0.5011147368176744,-228.5007920263741,431.6025507701091,5.087894413691174e-05,212,237,1.8778773529436086,0.06570704482155433,14,0
449,160,2,0.6511133011336018,0.5011121645764819,-230.2137131220402,432.58371303394887,7.164988960539631e-05,213,237,1.8789419145076613,0.0050025377502139305,22,0
450,158,1,0.6518847006652498,0.5011097832571739,-234.2165489313937,433.5649171596134,5.053995710113668e-05,213,238,1.8794149767871777,0.07484175303895473,18,0
451,160,2,0.6515494893910815,0.5011072342176828,-235.860186541607,434.5461212852286,7.117857308003295e-05,214,238,1.8802542137696445,0.02107883559649064,18,0
452,160,1,0.6512162909160835,0.5011048735707331,-177.8618356308454,435.5273669946345,5.020498059593592e-05,214,239,1.8811003535925352,0.005242985825345619,10,0
453,158,1,0.6519823788546305,0.5011023474202342,-229.1170053693362,436.5086127041064,7.07126357042398e-05,215,239,1.8814787329764653,0.06100196371421493,18,0
454,160,0,0.6516491583747577,0.5011000071774397,13.01260089899162,437.4898997224103,4.987395885791557e-05,215,240,1.8825762183869754,0.17243878755535624,24,0
455,162,3,0.6513179257127261,0.5010976800188693,-235.2047293667135,438.47118674080593,7.024660538945682e-05,215,241,1.8806344399846275,0.00895732922734208,16,0
456,157,1,0.6520787746171027,0.5010951835066031,-213.3510651826904,439.4525147964365,4.9546804689271084e-05,216,241,1.8794212095946818,0.03365726424171468,16,0
457,163,1,0.6517475217046023,0.501092876321822,-240.4905679250715,440.43384285217877,6.978219875009017e-05,216,242,1.8800749748584584,0.07904485623819903,17,0
458,166,6,0.6514161220043513,0.5010904019975436,-258.1946994494036,441.41521167605964,4.9223463065573014e-05,217,242,1.8752202183006537,0.019825830769284965,18,0
459,160,2,0.6521739130434868,0.5010881145303147,-234.3388696638522,442.39658050013094,6.932314084906466e-05,217,243,1.8722485913786757,0.03949995640042766,16,0
460,162,0,0.651844604869607,0.5010856620993367,13.01862327976454,443.37798982698195,4.890386458100693e-05,218,243,1.887089525808204,0.17138577074210937,18,0
461,163,1,0.6515151515151224,0.5010833940977977,-201.7967037284502,444.3593991534478,6.886937359240619e-05,218,244,1.8789788538569918,0.017790693614394025,18,0
462,162,1,0.6511886812141181,0.5010809632706438,-241.7203572183124,445.340848719617,4.8587959895485255e-05,219,244,1.8777773011948473,0.07348268352726525,14,0
463,165,1,0.6519404326998219,0.5010787144872186,-229.9515365699759,446.3222982859314,6.842079238822407e-05,219,245,1.880331006786048,0.052509005638813944,16,0
464,164,2,0.6516129032258494,0.5010763049794869,-235.0294789676203,447.3037878313246,4.827563702747284e-05,220,245,1.8753552170067267,0.04143299620185251,8,0
465,166,1,0.6512883205389527,0.5010740751707573,-239.4243225307684,448.2852773769285,6.79772658145339e-05,220,246,1.8760068866850577,0.0674063565573135,20,0
466,164,0,0.6520350293869837,0.5010716867030125,13.02449881781132,449.2668066445232,4.796691393949004e-05,221,246,1.8826510531850105,0.17035186823081397,20,0
467,161,0,0.6517094017093826,0.5010694756296795,13.48995986971983,450.24833591218083,6.753882814791723e-05,221,247,1.8754353729495332,0.1704237719396356,18,0
468,166,2,0.6513866852082142,0.5010671079273732,-246.4225992537441,451.22990464711756,4.7661677115229395e-05,222,247,1.874229162346413,0.01672878284688926,16,0
469,167,1,0.6521284185055567,0.5010649153541341,-248.0536761667199,452.2114733820721,6.710531744147374e-05,222,248,1.8730005552024995,0.0775191458137102,26,0
470,161,2,0.6518046709129234,0.5010625681474511,-240.318987572881,453.19308133241225,4.735987175763512e-05,223,248,1.8699443125137252,0.038660309562813105,2,0
471,166,1,0.6514837995259973,0.5010603938429411,-222.1396112839547,454.17468928290737,6.667663103598898e-05,223,249,1.8802388159930061,0.034372982940085395,20,0
472,168,1,0.6522206230316384,0.5010580668667448,-246.0541827929406,455.1563361995807,4.7061492296052165e-05,224,249,1.8730999735941396,0.07117147505211951,18,0
473,164,1,0.6518987341772167,0.5010559106034285,-220.7015616596554,456.13798311605666,6.625271856819381e-05,224,250,1.8702170673545688,0.030764926881859188,12,0
474,171,5,0.6515796871824782,0.5010536035971276,-263.4385808129378,457.119668752322,4.676636626754771e-05,225,250,1.8725220777095186,0.04884724653902202,14,0
475,167,1,0.6512624638316833,0.5010514651512508,-218.9309640070815,458.10135438846265,6.583357162526227e-05,225,251,1.8703963685982454,0.02750601769659934,16,0
476,169,2,0.6519916142558116,0.501049177858712,-245.4739940234135,459.08307850012307,4.6474612247493496e-05,226,251,1.8710045668883302,0.02116118839535799,20,0
477,167,0,0.651674371273022,0.5010470570101959,13.50008694129301,460.06480261190836,6.541900665979483e-05,226,252,1.88046286058243,0.3346894844880826,18,0
478,167,0,0.6513589303802124,0.5010447891796622,13.03583031416017,461.0465649577378,4.6186047597984725e-05,227,252,1.8729418930595807,0.16833913698821756,18,0
479,175,6,0.652083333333363,0.5010426857120506,-252.5032250579265,462.0283273036161,6.50090121894209e-05,227,253,1.8733352446155191,0.009083427367022879,18,0
480,172,2,0.6517678743168334,0.5010404370960203,-244.6768156474295,463.0101276445549,4.590060939335672e-05,228,253,1.8744474063614742,0.037514169089053216,12,0
481,167,0,0.6514541962151517,0.5010383507963831,13.50402618207048,463.99192798544476,6.460352204840092e-05,228,254,1.8752285905781503,0.16784703350692043,20,0
482,171,1,0.6521739130435125,0.5010361211515388,-212.1907542242415,464.9737660850581,4.5618358910815004e-05,229,254,1.8761059136668183,0.01708564298532827,20,0
483,172,1,0.6518602182748767,0.5010340518104172,-252.1911930322608,465.9556041845101,6.420237662041473e-05,229,255,1.8767058387424211,0.06931236578298731,18,0
484,167,1,0.6515482836160073,0.5010318408975526,-240.320763848668,466.93747980870916,4.5339113171394274e-05,230,255,1.8774664152119294,0.04966864298073468,14,0
485,173,3,0.65226337448553,0.5010297883088914,-245.4652168503701,467.91935543289276,6.380563542052187e-05,230,256,1.8783098528038091,0.013254169185662792,14,0
486,173,2,0.6519514245669034,0.5010275958927831,-258.7770080106094,468.9012683501444,4.5062946128382464e-05,231,256,1.8789799370414113,0.06358799987663888,22,0
487,167,0,0.6516393442622922,0.5010255598538402,13.50982013896095,469.8831812670836,6.341312780477892e-05,231,257,1.8796563500505103,0.16687567026803282,6,0
488,171,0,0.6523517382413383,0.5010233857032041,13.04486912731397,470.86513124815787,4.478972613242149e-05,232,257,1.8806447479697428,0.16694386981977266,22,0
489,173,1,0.6520415140882936,0.5010213660145066,-257.0637339726539,471.84708122869364,6.302484104026007e-05,232,258,1.88112972035553,0.0725720812535323,22,0
490,170,1,0.6517311608961487,0.5010192099018979,-258.7298661155468,472.82906804651105,4.451947216921326e-05,233,258,1.8820150311195212,0.07300864887910129,12,0
491,171,2,0.6514234529452578,0.5010172063671642,-250.9187556959974,473.8110548639535,6.264067951633479e-05,233,259,1.8825765704867319,0.036648538709510466,14,0
492,174,3,0.6521305072255191,0.5010152132108998,-255.0483004498627,474.79307829373454,4.424965294447247e-05,233,260,1.8823891593174673,0.014410611799792413,20,0
493,175,3,0.6518218623481637,0.5010130804949813,-256.7610172088221,475.77510172361787,6.22606228262157e-05,234,260,1.883896347405907,0.0015141739686211745,10,0
494,176,1,0.6515158324090131,0.5010111031769856,-231.2149236548214,476.7571615430399,4.3977951179385855e-05,234,261,1.8811320610248585,0.029230677026508393,26,0
495,174,2,0.6522184238721577,0.5010089879878712,-249.9486892294594,477.73922136256095,6.188459195755058e-05,235,261,1.884208045513561,0.00602893531962064,18,0
496,176,2,0.6519114688128773,0.5010070263199986,-263.4554392914632,478.7213173517572,4.370922169982805e-05,235,262,1.8821667560107578,0.009715146617198817,18,0
497,179,2,0.6516070989050725,0.5010049284423865,-265.0954196838823,479.70341334115335,6.151246134322719e-05,236,262,1.8781042418684966,0.06188647253078615,19,0
498,172,1,0.6523052834432332,0.5010029822394398,-270.5660910034709,480.6855452821963,4.34433883924612e-05,236,263,1.8801330864667858,0.0684531790215937,12,0
499,178,2,0.6520000000000176,0.5010009014615405,-261.7314387542586,481.66767722333435,6.114430976822405e-05,237,263,1.8806537206198712,0.013537983363945186,18,0
500,181,3,0.6516972724262976,0.5009989705412512,-250.620107527594,482.64984490055167,4.318045540685489e-05,237,264,1.8736282260858634,0.02724086969297673,14,0
501,175,2,0.6523911048895976,0.5009969066547192,-255.4979956881548,483.6320125777521,6.0779921113862656e-05,238,264,1.880147522124535,0.03550771429849817,14,0
502,176,0,0.6520874751490955,0.5009949908376665,13.98938411631758,484.61421577764384,4.292036703645863e-05,238,265,1.882269630031118,0.1645193537490445,12,0
503,182,3,0.6517863724896682,0.5009929436375262,-269.6783485309749,485.59641897727306,6.0419365127017954e-05,239,265,1.8735781145860795,0.0035360395454857073,26,0
504,178,1,0.6524759067121327,0.500991042747078,-235.5302633947196,486.57865748821337,4.266306734734826e-05,239,266,1.8801986826531933,0.02834523345382623,24,0
505,178,2,0.6521739130434868,0.5009890120316648,-254.5285509667322,487.56089599914145,6.0062483441924996e-05,240,266,1.8776061124141945,0.04159406291780223,18,0
506,179,4,0.6518744181499698,0.500987125893966,-280.7109711652428,488.5431696117097,4.240853502324171e-05,240,267,1.8765701065370677,0.01468047354915435,14,0
507,176,1,0.6515748031496184,0.5009851114648547,-241.8316603275383,489.5254432244344,5.9709313404709974e-05,241,267,1.8851376801347048,0.033108661021099654,16,0
508,176,0,0.6522593320236139,0.5009832399086994,13.99510370460771,490.5077517314699,4.215671930296594e-05,241,268,1.8824337195399474,0.1636044527958613,20,0
509,177,1,0.6519614280138076,0.5009812415706248,-266.5029465758732,491.49006023871334,5.9359702845540596e-05,242,268,1.8813690617460403,0.06777044053821804,16,0
510,182,5,0.651663405088053,0.500979384427483,-255.2187819853945,492.47240343487846,4.190754992805523e-05,242,269,1.8709814424111293,0.008576204761485146,10,0
511,181,2,0.652343749999979,0.5009774019883082,-260.1740952468145,493.4547466313925,5.901368479044322e-05,243,269,1.8729805833006226,0.020458561099620503,22,0
512,178,2,0.65204742025249,0.5009755590922246,-272.9471909004799,494.43712431347944,4.166099847680016e-05,243,270,1.8719658679050366,0.062216648844544975,20,0
513,180,1,0.6517509727626133,0.5009735923628544,-274.5845553428848,495.41950199577866,5.867119341473881e-05,244,270,1.875587473634704,0.07744918187287414,12,0
514,181,0,0.6524271844660468,0.5009717635504006,14.00069671670627,496.40191396277385,4.141699128012988e-05,244,271,1.871607543224542,0.16270468291828444,16,0
515,180,3,0.6521324126149146,0.5009698123447158,-259.2023553525756,497.3843259295401,5.83321459544095e-05,245,271,1.873680153916328,0.040234043387985974,12,0
516,184,4,0.6518375241779577,0.5009679974549842,-273.1327449066699,498.36677198188846,4.1175585351993504e-05,245,272,1.872929257375941,0.010710840534823018,12,0
517,184,1,0.652509652509691,0.5009660615898215,-265.6899287716976,499.3492180341127,5.7996520013148256e-05,246,272,1.8737205978899887,0.057780035504323514,20,0
518,180,1,0.6522164224393423,0.5009642604643214,-269.6455214356909,500.33169797437046,4.0936649156719795e-05,246,273,1.8756560662650688,0.06505120021513434,18,0
519,184,2,0.6519230769230536,0.5009623397593669,-307.7356952676491,501.3141779146167,5.7664224755171745e-05,247,273,1.8751847338417886,0.017598576935054767,20,0
520,187,1,0.6525911708252918,0.5009605522420146,-259.9090721217943,502.2966915470803,4.070022299629272e-05,247,274,1.8759022559712686,0.04719685812904349,12,0
521,180,0,0.6522994666656261,0.5009586465197836,13.54025672399126,503.2792051797073,5.733522880291275e-05,248,274,1.877646395639657,0.1612593482871514,16,0
522,186,2,0.652007648183539,0.5009568724568585,-277.9381298457188,504.26175231110795,4.0466197731348075e-05,248,275,1.8772864181738893,0.06007321828870337,20,0
523,189,3,0.6517181658410431,0.5009549815426171,-284.8345874868994,505.2442994425384,5.700947787090627e-05,249,275,1.8779862941074983,0.010056939169064614,24,0
524,182,1,0.6523815618464949,0.500953220782685,-235.8301176572291,506.2268798810423,4.023456199320208e-05,249,276,1.8788013042427232,0.017880564378662672,20,0
525,185,3,0.6511412856212728,0.5009513445044211,-276.421309985133,507.20946031943544,5.668702618777388e-05,250,276,1.8793137058713283,0.0388962056784518,16,0
526,185,1,0.6518032586324177,0.5009495968983348,-268.7388580169871,508.1920738745604,4.0005280709465296e-05,250,277,1.8800291601847834,0.05544485059276692,14,0
527,182,1,0.6515151515152255,0.5009477350866777,-250.8831096719611,509.1746874303021,5.6367667752965644e-05,251,277,1.8809356458572344,0.031012246892128656,20,0
528,185,1,0.6512293282862812,0.500946000487491,-274.5947455468273,510.1573339144891,3.977827202561457e-05,251,278,1.8813879789316936,0.06278051107387875,16,0
529,187,2,0.6518873881389551,0.5009442742585349,-284.2639509043575,511.139980398798,5.605097419447702e-05,251,279,1.8820969917545178,0.06314856581444786,24,0
530,186,4,0.651600753295741,0.5009424312386617,-290.2067298662707,512.1226596257068,3.955363604291051e-05,252,279,1.8827675883425292,0.03602759515632768,13,0
531,187,1,0.6513163780177494,0.5009407177798154,-281.3492713778953,513.105338852403,5.573204123265896e-05,252,280,1.8834216936120627,0.07130195894361746,20,0
532,188,3,0.6519705706257788,0.5009388888450074,-302.2668077277259,514.0880506369421,3.933120979127125e-05,253,280,1.8840160529409102,0.04385381667636197,11,0
533,188,2,0.6516853932583688,0.5009371880150156,-231.2109553566177,515.0707624215795,5.541630207517301e-05,253,281,1.8846916247519583,0.009788164448223686,12,0
534,191,2,0.651402451518767,0.5009353730043353,-240.2915835712971,516.0535065812503,3.9111010551096115e-05,254,281,1.8853291902575662,0.007376500131402766,22,0
535,190,3,0.6511209467084652,0.5009336846640039,-281.4911494757561,517.0362507407143,5.510373591732787e-05,254,282,1.8824497395153648,0.03758261657541185,22,0
536,191,3,0.6517690875233011,0.5009318834189537,-314.7315528137141,518.0190270941937,3.8893002169970714e-05,255,282,1.8841028097300112,0.024020405302900786,18,0
537,194,3,0.6514875651200546,0.5009302074311369,-299.4689040093418,519.0018034473192,5.479421156451281e-05,255,283,1.8832487953055392,0.015617384041703703,23,0
538,189,2,0.6512074645569212,0.5009284197956085,-287.821509095015,519.9846118147589,3.8677169186485116e-05,256,283,1.8849434122041462,0.06056004967822834,18,0
539,189,2,0.6518518518518768,0.500926756025146,-289.4784275289391,520.967420182604,5.448773492844339e-05,256,284,1.8802642978014452,0.020835395021958587,14,0
540,194,2,0.6515717347898833,0.5009249818453976,-272.873443530686,521.9502603864636,3.846349329705845e-05,257,284,1.8751058844362343,0.009186835663191556,26,0
541,188,1,0.6512930247145905,0.5009233301591239,-286.5194611533362,522.9331005901963,5.418422449565696e-05,257,285,1.882340105692258,0.06875086606596828,12,0
542,193,1,0.651933701657453,0.5009215692837133,-279.2882881308724,523.9159724540599,3.825185137884546e-05,258,285,1.8789349237404225,0.05592262161117223,26,0
543,191,0,0.6516549761443775,0.5009199295503648,14.49308003062418,524.8988443180731,5.388369254433201e-05,258,286,1.88187758654213,0.3140289858195728,16,0
544,192,2,0.6513776429954902,0.5009181818301188,-284.9074377139589,525.8817476678754,3.804228902026807e-05,259,286,1.8836230342616218,0.04053584965426367,12,0
545,197,4,0.6520146520146873,0.5009165539203352,-294.1358414851438,526.864651017401,5.358605108085612e-05,259,287,1.865778502752313,0.019397025406402993,14,0
546,192,1,0.6517373044572092,0.500914819208297,-295.7689383439731,527.8475856793995,3.7834786553503363e-05,260,287,1.881859394110911,0.07864287590583963,17,0
547,192,2,0.6514598540146059,0.5009132029945917,-282.9794339624219,528.8305203415196,5.3291323297344206e-05,260,288,1.8796797241155405,0.028983070698592947,6,0
548,197,3,0.6520947176684696,0.5009114811460025,-335.8363373054383,529.8134861446214,3.762928736250615e-05,261,288,1.8787960782641975,0.002160551246655754,22,0
549,191,1,0.651818734668542,0.5009098765026991,-272.5335815054186,530.7964519479366,5.299936992742005e-05,261,289,1.8792107264079987,0.042194815188165605,18,0
550,196,4,0.6515426497277824,0.5009081673749186,-290.0585196077055,531.7794487224583,3.742576382137486e-05,262,289,1.8757880226007737,0.013632397510448375,16,0
551,197,3,0.6512686624034244,0.5009065741781418,-321.2985221128486,532.762445496875,5.271027566777775e-05,262,290,1.8774540590783952,0.006744147195174903,25,0
552,191,0,0.65189928139462,0.5009048776306525,14.03343282167634,533.7454730745114,3.722416659002192e-05,263,290,1.8805010413216743,0.15657072929457883,18,0
553,193,1,0.6516245487365245,0.5009032957582976,-288.3705813698858,534.728500651996,5.242384020220925e-05,263,291,1.8782901562980414,0.06057086804257858,20,0
554,200,4,0.6513518922784765,0.5009016116526306,-297.8944151237569,535.7115588652946,3.7024481684966304e-05,264,291,1.8748325170828126,0.016280450429939523,20,0
555,195,3,0.6519789589360129,0.500900040984311,-304.8055561679511,536.6946170790941,5.214021985011641e-05,264,292,1.873045349768955,0.04946440452654274,13,0
556,197,2,0.6517055655297083,0.5008983691840285,-295.0950355073921,537.6777057635857,3.682674343963299e-05,265,292,1.8743472650842588,0.05563180160462222,24,0
557,200,2,0.6514342272325215,0.5008968096010711,-296.8003950660865,538.6607944478113,5.185922066175408e-05,265,293,1.8743606560582717,0.014671580957681844,28,0
558,194,1,0.6520577812865088,0.5008951499717359,-321.4721789915055,539.6439134394959,3.663080440219346e-05,266,293,1.8791594612851383,0.03789768974312594,14,0
559,202,5,0.6517857142856894,0.5008936013571318,-293.6445405030212,540.6270324308647,5.158088367807068e-05,266,294,1.8755829414019707,0.01951049683197824,18,0
560,200,2,0.6515156816222201,0.5008919537662275,-285.9019835624176,541.6101815668292,3.643682930487557e-05,267,294,1.876328755065758,0.03244770830949342,22,0
561,195,1,0.6521357621409477,0.5008904160046057,-268.0347601611526,542.5933307029507,5.130512704454304e-05,267,295,1.8771019213852096,0.029008648471965267,14,0
562,203,4,0.6518650088809989,0.500888780321574,-320.6576518192751,543.5765098228637,3.624458076956216e-05,268,295,1.877698030871131,0.044250405992705945,21,0
563,201,4,0.6515962694989151,0.5008872532991926,-325.6876521855148,544.5596889427147,5.103198952838284e-05,268,296,1.8781845976059965,0.0006962193027361348,14,0
564,198,2,0.6522129149034053,0.500885629395324,-285.2056557805879,545.5428978868606,3.605415167839965e-05,269,296,1.8789516894662386,0.04231774801523612,16,0
565,202,3,0.6519434628975307,0.5008841130000047,-298.8040258646129,546.5261068308769,5.076136051229696e-05,269,297,1.8796469779099314,0.01816054054202665,22,0
566,198,2,0.6516760046164232,0.5008825007484511,-300.5341585758476,547.5093454411797,3.5865464951712056e-05,270,297,1.8801571919207118,0.05359988047774965,16,0
567,201,2,0.6514098285438384,0.5008809948695954,-341.075323849698,548.4925840512566,5.049318906458211e-05,270,298,1.880861383956418,0.014674287735060331,23,0
568,204,4,0.6520210896309568,0.5008793941453376,-318.9510753965505,549.4758521711742,3.5678603467204084e-05,271,298,1.8814188512451504,0.0039148989314989275,21,0
569,199,3,0.6517549004390327,0.5008778986738553,-289.2677397942015,550.4591202909113,5.0227558745064016e-05,271,299,1.8819999139571968,0.0349606417986586,16,0
570,201,2,0.6514899807293808,0.5008764099108648,-308.159035876897,551.44241776475,3.549161931459821e-05,271,300,1.880691315202508,0.012799888390102217,18,0
571,203,2,0.6520979020979693,0.500874824181952,-344.421277297081,552.4257152388335,4.9964331310548005e-05,272,300,1.8832323541029308,0.015260115284710326,21,0
572,199,2,0.6518329701491813,0.5008733456502111,-324.700781462812,553.4090419129537,3.530352228153788e-05,272,301,1.8838553795968132,0.0536901476387438,20,0
573,204,2,0.6515692951443075,0.5008717711662967,-285.1023280066449,554.392368587163,4.9703557806424215e-05,273,301,1.8807738701513963,0.011524434769513116,14,0
574,202,2,0.6521739130434352,0.5008703027606455,-302.5570199398198,555.3757243089315,3.511723502924724e-05,273,302,1.881288701141485,0.04565803958297113,18,0
575,201,3,0.6519102266544518,0.500868739402476,-295.1245353016333,556.359080030656,4.944507395521214e-05,274,302,1.8803341126467885,0.017558390881798523,16,0
576,207,0,0.6516477848553812,0.5008672810191812,14.98851558205854,557.3424646488373,3.493267479370843e-05,274,303,1.8838246546650714,0.15348295761257483,24,0
577,202,3,0.6522491349480823,0.5008657286691742,-753.8660305890537,558.3258492670074,4.9188982075065724e-05,275,303,1.8799098328336727,0.00074690120749031,20,0
578,206,5,0.6519866825951894,0.5008642802059167,-310.4781034970105,559.3092626310656,3.474982838724827e-05,275,304,1.8746528883086555,0.005986616596000743,24,0
579,207,2,0.6517241379310512,0.5008627387481617,-312.1636719977919,560.2926759955723,4.893521327176131e-05,276,304,1.8879711523817555,0.047379636174324634,12,0
580,204,4,0.6523235800345256,0.5008613001040221,-307.7277512700608,561.2761179577757,3.456875163010409e-05,276,305,1.8756269873988662,0.008176537224085397,10,0
581,203,1,0.6520623503508975,0.500859769424211,-263.9375523004078,562.259559919682,4.8683727754905703e-05,277,305,1.8884548337919786,0.01633943175303236,16,0
582,205,1,0.6518010291594307,0.500858340499625,-274.5114868876879,563.2430303320375,3.438927274146408e-05,277,306,1.8810537999432269,0.02413423931236688,22,0
583,203,2,0.6515415851652644,0.5008568204850646,-306.3512367552595,564.2265007443343,4.8434427640131616e-05,278,306,1.8786017225944702,0.043712907929888106,14,0
584,204,2,0.6521372420472411,0.5008554011818073,-365.0743612859002,565.2099994607489,3.4211527918159845e-05,278,307,1.877652739433199,0.003135913616867101,17,0
585,207,1,0.651877133105777,0.5008538917213442,-316.9544954699214,566.1934981770281,4.818740637801966e-05,279,307,1.8766893582904742,0.07467746397401821,22,0
586,208,4,0.6516188832207404,0.500852481942524,-318.6173337824656,567.1770250529827,3.403534628887428e-05,279,308,1.8700077570997364,0.02499330694106551,16,0
587,209,2,0.6522113695624625,0.500850982926576,-314.5024499888064,568.160551928495,4.7942558012437075e-05,280,308,1.8777320549183592,0.035980635357637784,14,0
588,208,2,0.6519524617996346,0.5008495825765841,-298.0505258977235,569.1441068193088,3.3860810731312085e-05,280,309,1.87383811327163,0.03227403326356192,20,0
589,205,2,0.6516953952134623,0.5008480938970555,-311.6451623365373,570.1276617105182,4.7699837637082965e-05,281,309,1.8728799598395254,0.050925395433874705,14,0
590,210,0,0.6522847445334525,0.5008467028815661,15.00007176073859,571.111244474908,3.368789407431905e-05,281,310,1.8861004059309647,0.1515927362310565,18,0
591,208,2,0.6520270270270291,0.5008452244318635,-308.3747912212356,572.0948272389801,4.745933995309315e-05,282,310,1.8724368075474898,0.015789058787113414,24,0
592,210,4,0.6517711330734839,0.5008438426578086,-343.1002136254858,573.0784377348516,3.351654208927357e-05,282,311,1.871118950278199,0.01813394570073496,9,0
593,215,5,0.6523573783622634,0.5008423743327908,-324.9253973185639,574.0620482307547,4.722087919617479e-05,283,311,1.8719779777132928,0.008197555937756678,22,0
594,206,0,0.6521008403361105,0.5008410017083255,15.00327832302042,575.0456863186042,3.334672021537699e-05,283,312,1.8783203486272766,0.15128368207998374,28,0
595,209,2,0.6518461084903998,0.5008395434043041,-316.8297704875922,576.0293244063862,4.698453142282233e-05,284,312,1.8729975003435428,0.05304082137946045,22,0
596,209,0,0.6524292822217252,0.5008381798388121,15.0048662371928,577.0129899467653,3.3178446415149665e-05,284,313,1.8735163036167173,0.15087597110923884,10,0
597,209,4,0.65217391304359,0.5008367314534827,-347.2548830159787,577.996655487313,4.675028606015985e-05,285,313,1.8739515697132743,0.030893653938904087,17,0
598,209,1,0.6519203329196851,0.5008353768575257,-306.2905381512239,578.9803483432025,3.301167259905924e-05,285,314,1.8747748091476353,0.04872705298390731,18,0
599,210,0,0.651666666666539,0.5008339382899982,14.53831218470731,579.9640411990525,4.651801248201082e-05,286,314,1.875276238615815,0.1505213902966313,10,0
600,212,3,0.6522462562396182,0.5008325925753263,-336.2457483535552,580.9477612332163,3.284647505097382e-05,286,315,1.8757652542980996,0.054903289164679375,15,0
